student_id,course,student_cohort,academic_status,failed_subjects,study_skills(attended),referral,pp_meeting,self_assessment,readiness_assessment_results,follow_up,follow_up_type,subject_1,subject_1_assess_1,subject_1_assess_2,subject_1_assess_3,subject_1_assess_4,attendance_1,learn_jcu_issues_1,lecturer_referral_1,subject_2,subject_2_assess_1,subject_2_assess_2,subject_2_assess_3,subject_2_assess_4,attendance_2,learn_jcu_issues_2,lecturer_referral_2,subject_3,subject_3_assess_1,subject_3_assess_2,subject_3_assess_3,subject_3_assess_4,attendance_3,learn_jcu_issues_3,lecturer_referral_3,comments,identified_issues,course_group
617,master of professional accounting - master of business administration,Continuing,Academic Caution,0,Studiocity,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,99.0,82.67,80.08,96.06,70,Access,Attendance,CO5103,62.74,29.0,14.62,64.24,92,Access,Non Submission,LB5113,2.61,46.39,26.0,88.38,82,No Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,Non-IT
618,master of professional accounting - master of business administration,Continuing,Satisfactory,0,Essential Skills,Student Counsellor,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,66.88,95.51,62.83,23.19,41,Access,Concern for Welfare,CO5103,20.47,12.39,40.13,29.82,82,Access,Attendance,LB5113,9.12,57.18,15.24,42.18,81,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Poor time management,Non-IT
619,master of professional accounting - master of business administration,Transferred,Academic Caution,0,Essential Skills and Reading,Student Advocate,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,CO5117,42.3,80.09,2.6,96.08,14,Access,Non Submission,CO5103,2.19,40.69,11.4,30.01,24,Access,Non Submission,LB5113,21.57,59.62,84.13,12.13,93,Access,Non Submission,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Sickness,Non-IT
620,master of professional accounting - master of business administration,Return to Study,Excluded,0,Essential Skills,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,68.09,17.32,97.48,53.49,46,Access,Non Submission,CO5103,24.67,85.67,79.99,75.29,91,Access,Concern for Welfare,LB5113,66.63,50.58,88.07,68.15,91,No Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,Non-IT
621,master of professional accounting - master of business administration,New,At Risk,0,Writing,Student Advocate,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,52.15,92.22,76.73,19.15,96,Access,Attendance,CO5103,91.37,4.75,0.04,1.93,90,Access,Non Submission,LB5113,3.28,16.39,34.55,82.24,18,Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health,Non-IT
622,master of professional accounting - master of business administration,Transferred,At Risk,0,Essential Skills and Reading,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,CO5117,38.76,36.41,98.92,9.83,43,Access,Attendance,CO5103,63.53,53.07,96.53,77.38,14,No Access,Concern for Welfare,LB5113,27.21,0.34,27.01,4.93,88,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Mental health,Non-IT
623,master of professional accounting - master of business administration,Transferred,Conditional,0,Essential Skills,Other,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,CO5117,75.12,75.31,36.79,45.6,80,Access,Non Submission,CO5103,33.24,28.1,35.2,75.48,62,Access,Non Submission,LB5113,94.87,44.54,74.61,94.53,83,Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Death in family,Non-IT
624,master of professional accounting - master of business administration,Transferred,Excluded,0,4R Essential Skills,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,CO5117,12.37,67.46,33.56,56.06,91,No Access,Non Submission,CO5103,89.9,32.01,37.42,33.43,19,Access,Non Submission,LB5113,68.29,86.15,55.18,94.04,94,No Access,Non Submission,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Sickness,Non-IT
625,bachelor of commerce,Continuing,Conditional,0,Writing,Student Counsellor,Attended,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,77.93,13.26,70.3,15.46,78,Access,Attendance,BX2011,45.61,22.36,99.79,15.37,76,Access,Non Submission,BX2014,98.45,43.1,45.95,8.72,83,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family,Non-IT
626,bachelor of commerce,Return to Study,Satisfactory,0,Referencing,Other,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,79.83,3.43,50.04,33.35,46,Access,Non Submission,BX2011,65.67,49.02,39.95,69.18,71,Access,Attendance,BX2014,21.45,5.16,46.86,43.83,52,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,Non-IT
627,bachelor of commerce,New,Conditional,0,Essential Skills and Reading,Lecturer,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1112,64.6,99.06,1.72,98.54,1,Access,Concern for Welfare,BX2011,11.33,99.57,0.49,17.98,15,Access,Concern for Welfare,BX2014,25.34,4.71,29.66,58.8,85,Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Death in family,Non-IT
628,bachelor of commerce,Excluded,Excluded,0,Essential Skills and Reading,Student Counsellor,Booked,No,L/G:9/10 N:5/10 R:8/10,Yes,F2F,BU1112,40.13,59.98,5.28,96.31,86,Access,Attendance,BX2011,26.18,35.16,60.33,34.54,9,No Access,Attendance,BX2014,90.37,89.02,91.31,24.16,36,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Mental health,Non-IT
629,bachelor of commerce,Return to Study,Satisfactory,0,Essential Skills and Reading,Lecturer,Booked,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,74.75,5.69,61.74,39.11,19,No Access,Concern for Welfare,BX2011,97.1,38.04,66.56,55.46,38,No Access,Concern for Welfare,BX2014,51.46,59.34,62.12,53.9,87,Access,Attendance,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Late Enrollment,Non-IT
630,bachelor of commerce,Excluded,Excluded,0,Essential Skills,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,34.72,92.54,81.9,44.18,77,Access,Non Submission,BX2011,43.37,78.05,72.37,88.65,54,No Access,Attendance,BX2014,57.01,7.96,67.36,69.36,38,No Access,Concern for Welfare,Week 6. Student reported working long hours. Referred to careers support for managing work–study balance.,Late Enrollment,Non-IT
631,bachelor of commerce,New,Excluded,0,Essential Skills,Student Counsellor,Attended,No,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,50.6,32.73,40.63,79.42,15,Access,Attendance,BX2011,67.57,85.23,60.31,31.43,90,Access,Concern for Welfare,BX2014,91.69,45.64,38.9,89.24,57,Access,Non Submission,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Mental health,Non-IT
632,bachelor of commerce,LOA,Conditional,0,4R Essential Skills,Enrollment,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,12.58,0.79,17.48,4.53,18,Access,Attendance,BX2011,11.23,95.4,25.62,3.7,79,Access,Attendance,BX2014,25.93,45.24,11.44,95.29,1,Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Death in family,Non-IT
633,bachelor of commerce,Transferred,At Risk,0,Essential Skills and Reading,Other,Not relevant,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,39.03,86.79,94.77,33.36,68,Access,Concern for Welfare,BX2011,26.37,82.02,82.89,14.97,81,Access,Attendance,BX2014,93.13,69.17,0.75,85.61,3,Access,Concern for Welfare,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT
634,bachelor of commerce,Continuing,Academic Caution,0,Studiocity,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,95.09,28.99,22.9,63.65,3,Access,Attendance,BX2011,0.78,25.23,37.14,50.99,17,Access,Concern for Welfare,BX2014,31.83,25.4,90.66,80.11,50,Access,Attendance,Week 2. Student did not attend orientation. Contacted via email with essential course info and Moodle access guide. No response yet,Late Enrollment,Non-IT
635,bachelor of commerce,New,At Risk,0,4R Essential Skills,Enrollment,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Phone,BU1112,64.35,77.71,67.66,47.06,17,Access,Non Submission,BX2011,64.62,54.57,44.33,40.94,7,No Access,Non Submission,BX2014,65.71,32.24,80.66,1.33,90,Access,Non Submission,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Late Enrollment,Non-IT
636,bachelor of commerce,First year,Academic Caution,1,Essential Skills,Student Advocate,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,47.03,95.25,54.09,14.67,85,Access,Attendance,BX2011,79.07,28.71,61.8,53.19,57,Access,Non Submission,BX2014,92.42,7.56,65.75,37.86,60,Access,Attendance,Week 7. Missed second assessment. Student contacted and reported feeling overwhelmed. Referred to Academic Support and encouraged to speak with Counsellor.,Mental health,Non-IT
637,bachelor of commerce,Transferred,Satisfactory,0,Writing,Student Counsellor,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,14.16,49.77,74.85,68.85,47,Access,Attendance,BX2011,93.91,62.11,83.3,6.24,54,Access,Non Submission,BX2014,59.68,12.32,99.34,56.34,98,No Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
638,bachelor of commerce,LOA,Excluded,0,Referencing,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,Email,BU1112,50.15,99.92,16.66,97.0,82,Access,Attendance,BX2011,40.75,30.2,88.17,57.29,52,Access,Concern for Welfare,BX2014,98.73,8.44,44.73,65.31,89,No Access,Concern for Welfare,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,Non-IT
639,bachelor of commerce,Continuing,Satisfactory,0,Essential Skills and Reading,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,83.23,59.67,28.98,87.2,68,Access,Attendance,BX2011,38.88,13.22,29.68,72.74,30,Access,Attendance,BX2014,82.96,10.59,37.24,92.1,45,Access,Non Submission,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Sickness,Non-IT
640,bachelor of commerce,Continuing,Satisfactory,0,4R Essential Skills,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,61.91,32.84,94.39,9.64,100,No Access,Non Submission,BX2011,15.65,38.67,52.53,54.58,4,Access,Concern for Welfare,BX2014,71.5,70.76,31.0,81.28,41,Access,Non Submission,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Sickness,Non-IT
641,bachelor of commerce,Continuing,Excluded,4,Essential Skills and Reading,Enrollment,Booked,No,L/G:9/10 N:5/10 R:8/10,No,No Reply,BU1112,96.23,5.27,38.14,56.79,28,No Access,Attendance,BX2011,25.18,88.15,43.93,70.72,96,Access,Non Submission,BX2014,31.36,69.22,68.14,75.96,13,Access,Concern for Welfare,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Late Enrollment,Non-IT
642,bachelor of commerce,Continuing,Satisfactory,0,Writing,Student Counsellor,Not relevant,Yes,L/G:9/10 N:5/10 R:8/10,No,F2F,BU1112,46.53,86.78,2.89,90.65,29,Access,Non Submission,BX2011,80.62,39.64,16.46,16.04,41,No Access,Concern for Welfare,BX2014,62.56,65.23,3.69,29.08,4,No Access,Concern for Welfare,Week 6. Student submitted assessment late. Extension not requested in advance. Advised to submit future requests on time and referred to Academic Skills team.,Late Enrollment,Non-IT
643,bachelor of commerce,Continuing,At Risk,0,Essential Skills and Reading,Lecturer,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,BU1112,45.58,1.38,70.04,84.48,65,Access,Non Submission,BX2011,0.83,30.02,69.99,46.2,24,Access,Non Submission,BX2014,2.69,10.14,20.32,30.31,55,Access,Concern for Welfare,booked to see a doctor. Week 5. Student contacted for low attendance. Reminded of the importance of attending classes. Week 7. Student contacted for missing submission due date. Referred to Counsellor for check in for wellbeing as the student advised mental health challenges.,Mental health,Non-IT
644,bachelor of commerce,Transferred,Academic Caution,0,Essential Skills,Student Advocate,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,24.87,7.34,93.61,75.95,13,No Access,Concern for Welfare,BX2011,22.43,42.02,57.75,6.24,3,No Access,Concern for Welfare,BX2014,85.39,80.34,77.8,64.7,91,Access,Non Submission,Week 4. Student submitted first assessment late. Offered academic skills support and advised on extension procedures.,Sickness,Non-IT
645,bachelor of commerce,First year,Satisfactory,0,Writing,Student Advocate,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Phone,BU1112,10.5,71.63,28.27,51.56,90,Access,Non Submission,BX2011,42.91,89.75,46.96,50.21,62,Access,Non Submission,BX2014,1.62,93.95,97.49,23.21,83,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Mental health,Non-IT
646,bachelor of commerce,LOA,Academic Caution,0,Essential Skills and Reading,Other,Attended,No,L/G:9/10 N:5/10 R:8/10,Yes,Email,BU1112,78.74,60.15,12.3,96.8,85,No Access,Attendance,BX2011,48.3,51.85,8.32,36.86,36,Access,Attendance,BX2014,48.49,97.42,29.2,93.57,17,No Access,Concern for Welfare,Week 8. Student re-engaged with tutorials. Submitted outstanding work with approved extension.,Mental health,Non-IT
647,master of international tourism and hospitality management - master of business administration,Return to Study,Satisfactory,0,Essential Skills,Enrollment,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,Yes,No Reply,TO5101,95.05,88.8,8.09,81.33,22,Access,Non Submission,LB5113,23.75,4.98,72.1,70.59,36,Access,Attendance,LB5202,30.83,3.92,86.72,81.25,39,Access,Attendance,Week 3. Student enrolled late. Missing foundational content from Weeks 1–2. Provided links to recorded lectures and encouraged to attend tutorials for extra support.,Poor time management,Non-IT
648,master of international tourism and hospitality management - master of business administration,SRI to JCUB,Satisfactory,0,Referencing,Lecturer,Rescheduled,Yes,L/G:9/10 N:5/10 R:8/10,Yes,F2F,TO5101,71.98,98.01,96.16,38.98,36,Access,Non Submission,LB5113,12.13,55.07,44.14,55.28,97,Access,Non Submission,LB5202,48.07,14.33,73.89,28.77,70,No Access,Non Submission,Week 5. Low engagement in tutorials. Follow-up email sent with participation expectations and links to recorded sessions.,Poor time management,Non-IT
649,master of international tourism and hospitality management - master of business administration,Return to Study,Academic Caution,0,Studiocity,Enrollment,Not relevant,No,L/G:9/10 N:5/10 R:8/10,No,Email,TO5101,12.37,41.79,91.08,45.51,0,Access,Attendance,LB5113,62.42,80.98,74.45,1.84,86,No Access,Attendance,LB5202,73.29,8.19,8.63,24.86,2,Access,Attendance,Week 3 late enrolment. Student finding it difficult to catch up on Weeks 1 and 2. Week 4. Student contacted on lecturer referral. Student has been sick on arrival,Mental health,Non-IT
650,master of international tourism and hospitality management - master of business administration,Transferred,Satisfactory,0,4R Essential Skills,Student Counsellor,Booked,Yes,L/G:9/10 N:5/10 R:8/10,No,No Reply,TO5101,62.04,2.04,95.94,53.64,7,Access,Concern for Welfare,LB5113,54.22,17.65,6.1,88.19,27,No Access,Concern for Welfare,LB5202,6.53,26.55,41.74,84.04,15,No Access,Attendance,Week 3. First contact made. Student reported internet access issues at home. IT support referral provided.,Death in family,Non-IT
651,master of international tourism and hospitality management - master of business administration,New,At Risk,0,Studiocity,Other,Rescheduled,No,L/G:9/10 N:5/10 R:8/10,No,Email,TO5101,17.56,13.06,31.54,88.54,61,Access,Non Submission,LB5113,18.98,77.88,9.37,35.8,48,Access,Non Submission,LB5202,7.68,89.24,56.52,12.03,27,Access,Concern for Welfare,Week 7. Student disclosed high stress levels and lack of sleep. Referred to Wellbeing team and reminded of available mental health support.,Sickness,Non-IT
